,fk_maquina,nome,data_medicao,cpu_frequencia,cpu_porcentagem,cpu_temperatura,disco_livre,disco_porcentagem,ram_livre,ram_porcentagem
414,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:54:22,40.0,19.6,27.85,235.87,74.68,2.09,73.64
415,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:54:27,97.0,14.6,27.85,235.87,74.68,2.09,73.64
416,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:54:33,99.0,18.09,27.85,235.87,74.68,2.1,73.52
417,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:54:39,99.0,22.02,27.85,235.87,74.68,2.07,73.77
418,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:54:45,94.0,18.99,27.85,235.87,74.68,2.08,73.77
419,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:54:51,66.0,12.68,27.85,235.87,74.68,2.08,73.77
420,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:54:57,32.0,13.46,27.85,235.86,74.68,2.03,74.15
421,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:55:03,99.0,21.89,27.85,235.86,74.68,2.07,74.02
422,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:55:08,45.0,20.0,27.85,235.86,74.68,2.06,73.77
423,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:55:14,97.0,11.92,27.85,235.86,74.68,2.05,74.27
424,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:55:20,93.0,17.03,27.85,235.86,74.68,2.05,74.02
425,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:55:26,99.0,28.89,27.85,235.86,74.68,2.02,74.53
426,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:55:32,99.0,10.55,27.85,235.86,74.68,2.04,74.15
427,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:55:38,98.0,22.71,27.85,235.86,74.68,2.05,74.02
428,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:55:43,99.0,26.95,27.85,235.85,74.68,2.04,74.27
429,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:55:49,70.0,15.45,27.85,235.85,74.68,2.05,74.02
430,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:55:55,98.0,19.23,27.85,235.83,74.68,2.03,74.27
431,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:56:01,99.0,29.81,27.85,235.73,74.69,1.96,75.16
432,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:56:08,22.0,34.59,27.85,235.39,74.72,2.0,74.65
433,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:56:14,91.0,31.18,27.85,235.11,74.76,2.01,75.03
434,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:56:21,55.0,41.29,27.85,235.06,74.77,2.0,74.91
435,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:56:27,99.0,16.91,27.85,235.06,74.77,2.0,74.78
436,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:56:33,75.0,39.03,27.85,235.06,74.77,1.99,74.91
437,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:56:39,99.0,18.86,27.85,235.06,74.77,1.99,74.91
438,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:56:45,28.0,16.85,27.85,235.05,74.77,1.99,74.91
439,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:56:51,82.0,19.24,27.85,235.05,74.77,1.99,74.91
440,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:56:57,98.0,27.71,27.85,235.05,74.77,1.98,74.91
441,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:57:03,99.0,12.31,27.85,235.05,74.77,1.99,74.91
442,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:57:08,90.0,21.56,27.85,235.05,74.77,1.95,75.28
443,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:57:15,36.0,24.39,27.85,235.05,74.77,1.98,74.91
444,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:57:21,21.0,38.6,27.85,235.05,74.77,1.97,74.78
445,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:57:27,56.0,21.54,27.85,235.04,74.77,2.0,74.65
446,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:57:33,99.0,19.59,27.85,235.04,74.77,2.01,74.91
447,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:57:39,99.0,21.24,27.85,235.04,74.77,1.98,74.53
448,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:57:45,90.0,43.83,27.85,235.03,74.77,1.9,75.91
449,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:57:51,79.0,17.59,27.85,235.03,74.77,1.91,75.91
450,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:57:57,99.0,34.58,27.85,235.02,74.77,1.9,75.91
451,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:58:04,98.0,20.36,27.85,235.02,74.77,1.9,75.91
452,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:58:09,53.0,23.52,27.85,235.02,74.77,1.92,75.79
453,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:58:15,80.0,34.62,27.85,234.98,74.77,2.03,74.91
454,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:58:22,30.0,15.2,27.85,234.98,74.77,2.12,73.27
455,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:58:28,84.0,13.84,27.85,234.98,74.77,2.12,73.27
456,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:58:34,97.0,19.65,27.85,234.98,74.77,2.11,73.39
457,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:58:40,99.0,12.31,27.85,234.98,74.77,2.12,73.27
458,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:58:46,58.0,15.3,27.85,234.97,74.78,2.12,73.27
459,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:58:52,24.0,11.56,27.85,234.97,74.78,2.1,73.39
460,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:58:57,66.0,16.03,27.85,234.97,74.78,2.08,73.64
461,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:59:03,99.0,13.12,27.85,234.96,74.78,2.09,73.64
462,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:59:09,98.0,33.11,27.85,234.95,74.78,2.09,73.64
463,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:59:16,66.0,53.45,27.85,234.95,74.78,1.97,75.16
464,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:59:22,54.0,26.92,27.85,234.94,74.78,2.0,74.53
465,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:59:28,58.0,55.0,27.85,234.94,74.78,1.95,75.66
466,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:59:35,89.0,49.99,27.85,234.92,74.78,1.92,75.66
467,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:59:41,44.0,19.62,27.85,234.91,74.78,1.92,75.66
468,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:59:47,31.0,19.95,27.85,234.91,74.78,1.91,75.91
469,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:59:53,81.0,41.28,27.85,234.91,74.78,1.94,75.66
470,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:00:00,95.0,33.75,27.85,234.9,74.78,1.87,76.04
471,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:00:06,93.0,53.09,27.85,234.9,74.78,1.85,76.54
472,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:00:13,94.0,29.84,27.85,234.89,74.78,1.92,75.79
473,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:00:19,99.0,62.3,27.85,234.88,74.79,1.89,76.17
474,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:00:26,92.0,34.21,27.85,234.88,74.79,1.92,75.79
475,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:00:33,77.0,51.53,27.85,234.88,74.79,1.87,76.17
476,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:00:39,99.0,16.19,27.85,234.87,74.79,1.9,75.91
477,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:00:45,99.0,23.86,27.85,234.87,74.79,1.91,75.79
478,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:00:51,28.0,16.56,27.85,234.87,74.79,1.93,75.66
479,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:00:57,32.0,11.2,27.85,234.87,74.79,1.91,75.79
480,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:01:02,99.0,19.6,27.85,234.87,74.79,1.93,75.66
481,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:01:08,29.0,25.36,27.85,234.87,74.79,1.93,75.66
482,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:01:14,99.0,17.37,27.85,234.87,74.79,1.92,75.66
483,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:01:20,99.0,14.64,27.85,234.86,74.79,1.94,75.54
484,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:01:25,54.0,23.89,27.85,234.86,74.79,1.93,75.66
485,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:01:31,55.0,47.72,27.85,234.86,74.79,1.9,76.17
486,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:01:38,56.0,13.86,27.85,234.86,74.79,1.91,75.91
487,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:01:44,27.0,15.77,27.85,234.86,74.79,1.92,75.79
488,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:01:50,54.0,21.5,27.85,234.85,74.79,1.91,75.91
489,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:01:56,99.0,39.61,27.85,234.85,74.79,1.92,75.66
490,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:02:02,99.0,24.25,27.85,234.85,74.79,1.95,75.66
491,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:02:08,99.0,49.99,27.85,234.83,74.79,1.81,76.8
492,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:02:15,99.0,21.51,27.85,234.82,74.79,1.79,77.3
493,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:02:21,95.0,14.25,27.85,234.82,74.79,1.79,77.3
494,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:02:27,98.0,23.02,27.85,234.79,74.79,1.8,77.3
495,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:02:34,54.0,19.53,27.85,234.79,74.79,1.87,76.17
496,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:02:40,25.0,33.08,27.85,234.78,74.8,1.86,76.8
497,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:02:46,86.0,17.18,27.85,234.78,74.8,1.89,76.04
498,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:02:52,93.0,35.37,27.85,234.78,74.8,1.92,75.79
499,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:02:58,99.0,20.28,27.85,234.78,74.8,1.89,76.17
500,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:03:04,97.0,48.46,27.85,234.77,74.8,1.85,76.67
501,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:03:10,99.0,15.41,27.85,234.76,74.8,1.8,76.42
502,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:03:17,99.0,62.52,27.85,234.75,74.8,1.75,79.7
503,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:03:23,99.0,24.26,27.85,234.73,74.8,1.82,77.05
504,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:03:30,99.0,19.6,27.85,234.73,74.8,1.83,76.92
505,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:03:36,29.0,28.01,27.85,234.73,74.8,1.87,76.42
506,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:03:42,95.0,24.24,27.85,234.72,74.8,1.83,76.8
507,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:03:48,99.0,18.44,27.85,234.72,74.8,1.83,76.92
508,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:03:54,27.0,29.32,27.85,234.72,74.8,1.86,76.54
509,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:04:00,40.0,21.57,27.85,234.72,74.8,1.86,76.54
510,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:04:06,96.0,19.68,27.85,234.71,74.8,1.86,76.54
511,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:04:12,43.0,27.7,27.85,234.71,74.8,1.82,76.67
512,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:04:18,57.0,20.02,27.85,234.71,74.8,1.85,76.67
513,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:04:24,92.0,16.04,27.85,234.71,74.8,1.85,76.67
514,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:04:30,56.0,42.71,27.85,234.7,74.8,1.81,76.8
515,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:04:36,45.0,19.97,27.85,234.7,74.8,1.83,76.92
516,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:04:42,99.0,18.05,27.85,234.7,74.8,1.84,76.8
517,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:04:48,38.0,54.94,27.85,234.7,74.8,1.84,77.05
518,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:04:55,54.0,41.91,27.85,234.69,74.81,2.02,74.4
519,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:05:01,99.0,24.26,27.85,234.69,74.81,2.01,74.4
520,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:05:07,99.0,23.09,27.85,234.69,74.81,2.03,74.53
521,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:05:13,97.0,18.87,27.85,234.68,74.81,1.99,74.4
522,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:05:20,52.0,21.56,27.85,234.68,74.81,1.94,75.41
523,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:05:26,43.0,31.44,27.85,234.67,74.81,1.95,75.41
524,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:05:32,43.0,21.53,27.85,234.67,74.81,1.93,75.16
525,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:05:38,34.0,22.7,27.85,234.67,74.81,1.94,75.54
526,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:05:44,93.0,21.97,27.85,234.67,74.81,1.92,75.79
527,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:05:50,99.0,46.55,27.85,234.66,74.81,1.87,76.17
528,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:05:57,99.0,27.32,27.85,234.65,74.81,1.82,76.67
529,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:06:03,82.0,40.15,27.85,234.65,74.81,1.9,76.54
530,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:06:09,56.0,23.48,27.85,234.65,74.81,1.93,75.66
531,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:06:15,95.0,21.86,27.85,234.64,74.81,1.9,76.04
532,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:06:21,99.0,37.15,27.85,234.64,74.81,1.96,75.54
533,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:06:28,79.0,23.43,27.85,234.63,74.81,1.95,75.28
534,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:06:34,99.0,19.32,27.85,234.63,74.81,1.97,75.16
535,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:06:40,37.0,17.35,27.85,234.63,74.81,1.98,75.28
536,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:06:46,35.0,28.76,27.85,234.63,74.81,1.98,74.91
537,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:06:52,99.0,26.96,27.85,234.63,74.81,1.99,74.78
538,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:06:58,29.0,23.07,27.85,234.63,74.81,1.98,75.03
539,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:07:04,96.0,23.84,27.85,234.62,74.81,1.99,75.03
540,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:07:10,55.0,18.46,27.85,234.62,74.81,2.0,74.78
541,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:07:16,99.0,14.27,27.85,234.62,74.81,1.99,74.78
542,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:07:22,99.0,28.09,27.85,234.62,74.81,1.96,75.28
543,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:07:28,90.0,26.89,27.85,234.62,74.81,1.99,74.91
544,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:07:34,94.0,18.8,27.85,234.62,74.81,1.99,74.91
545,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:07:40,50.0,21.59,27.85,234.61,74.81,1.97,75.03
546,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:07:45,92.0,18.21,27.85,234.61,74.81,1.98,75.03
547,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:07:51,25.0,20.34,27.85,234.61,74.81,1.98,74.91
548,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:07:57,34.0,29.2,27.85,234.61,74.81,1.95,75.41
549,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:08:03,31.0,20.29,27.85,234.61,74.81,1.98,75.03
550,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:08:09,45.0,39.41,27.85,234.6,74.81,1.99,74.91
551,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:08:15,36.0,19.64,27.85,234.6,74.82,1.99,74.91
552,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:08:21,99.0,37.51,27.85,234.57,74.82,2.17,72.64
553,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:08:26,29.0,18.07,27.85,234.57,74.82,2.16,72.64
554,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:08:32,44.0,20.4,27.85,234.57,74.82,2.16,72.76
555,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:08:38,93.0,20.82,27.85,234.57,74.82,2.11,73.27
556,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:08:44,95.0,23.09,27.85,234.57,74.82,2.14,73.01
557,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:08:50,38.0,18.83,27.85,234.56,74.82,2.16,72.76
558,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:08:56,35.0,12.35,27.85,234.56,74.82,2.15,72.89
559,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:09:01,62.0,20.34,27.85,234.56,74.82,2.15,72.76
560,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:09:07,35.0,20.34,27.85,234.56,74.82,2.15,72.76
561,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:09:14,59.0,24.29,27.85,234.56,74.82,2.16,72.76
562,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:09:19,24.0,14.03,27.85,234.56,74.82,2.16,72.76
563,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:09:25,99.0,18.57,27.85,234.55,74.82,2.16,72.76
564,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:09:31,92.0,16.68,27.85,234.55,74.82,2.16,72.89
565,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:09:37,42.0,21.14,27.85,234.55,74.82,2.16,72.76
566,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:09:43,97.0,21.52,27.85,234.55,74.82,2.15,72.76
567,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:09:49,99.0,18.66,27.85,234.55,74.82,2.16,72.76
568,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:09:55,49.0,20.38,27.85,234.55,74.82,2.15,72.76
569,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:10:01,52.0,14.06,27.85,234.54,74.82,2.18,72.51
570,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:10:07,28.0,22.26,27.85,234.54,74.82,2.18,72.51
571,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:10:13,54.0,18.52,27.85,234.54,74.82,2.14,72.89
572,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:10:19,99.0,25.35,27.85,234.53,74.82,2.14,72.89
573,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:10:25,60.0,19.21,27.85,234.53,74.82,2.13,73.01
574,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:10:30,99.0,20.31,27.85,234.53,74.82,2.12,72.89
575,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:10:37,25.0,23.84,27.85,234.53,74.82,2.13,73.14
576,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:10:42,47.0,21.48,27.85,234.53,74.82,2.13,73.14
577,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:10:48,99.0,18.09,27.85,234.52,74.82,2.13,73.01
578,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 21:10:54,100.0,12.14,27.85,234.52,74.82,2.11,73.14
